,NOME_PRODUTO,PRINCIPIO_ATIVO,CLASSE_TERAPEUTICA,CATEGORIA_REGULATORIA
7125,Tegretard,CARBAMAZEPINA,ANTICONVULSIVANTES,SIMILAR
7126,Tegretol,CARBAMAZEPINA,ANTICONVULSIVANTES,NOVO
7127,Tegrezin,CARBAMAZEPINA,ANTICONVULSIVANTES,SIMILAR
7128,Teiconin,TEICOPLANINA,ANTIBIOTICOS SISTEMICOS SIMPLES,SIMILAR
7129,Teicoplanina,TEICOPLANINA,ANTIBIOTICOS SISTEMICOS SIMPLES,GENÉRICO
7130,Teicoplanina,TEICOPLANINA,ANTIBIOTICOS SISTEMICOS SIMPLES,GENÉRICO
7131,Teicoston,TEICOPLANINA,ANTIBIOTICOS SISTEMICOS SIMPLES,SIMILAR
7132,Teiplan,TEICOPLANINA,ANTIBIOTICOS SISTEMICOS SIMPLES,SIMILAR
7133,Tekzor,RILUZOL,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,SIMILAR
7134,Telebrix 30 Meglumina,MEGLUMINA +  ÁCIDO IOXITALÂMICO,CONTRASTES RADIOLOGICOS,SIMILAR
7135,Telebrix 35,IOXITALAMATO DE MEGLUMINA +  MEGLUMINA +  IOXITALAMATO DE SÓDIO +  ÁCIDO IOXITALÂMICO,CONTRASTES RADIOLOGICOS,SIMILAR
7136,Telebrix Coronar,MEGLUMINA +  ÁCIDO IOXITALÂMICO,CONTRASTES RADIOLOGICOS,SIMILAR
7137,Telmigran,TELMISARTANA,ANTI-HIPERTENSIVOS,SIMILAR
7138,Telmisart,TELMISARTANA,ANTI-HIPERTENSIVOS,SIMILAR
7139,Telmisartana,TELMISARTANA,ANTI-HIPERTENSIVOS,GENÉRICO
7140,Telmisartana,TELMISARTANA,ANTI-HIPERTENSIVOS,GENÉRICO
7141,Telol,ATENOLOL,ANTI-HIPERTENSIVOS,SIMILAR
7142,Telozam,MIDAZOLAM,HIPNOTICOS,SIMILAR
7143,Telzir,FOSAMPRENAVIR CÁLCICO,ANTIVIROTICOS (INIBE REPLICACAO VIROTICA),NOVO
7144,Temodal,TEMOZOLOMIDA,CITOSTATICOS ALQUILANTES,NOVO
7145,Temolida,TEMOZOLOMIDA,CITOSTATICOS ALQUILANTES,SIMILAR
7146,Temozod,TEMOZOLOMIDA,CITOSTATICOS ALQUILANTES,SIMILAR
7147,Temozolomida,TEMOZOLOMIDA,CITOSTATICOS ALQUILANTES,GENÉRICO
7148,Tenadren,CLORIDRATO DE PROPRANOLOL +  HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,SIMILAR
7149,Tenadren,CLORIDRATO DE PROPRANOLOL +  HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,NOVO
7150,Tenag,VITEX AGNUS-CASTUS L.,FITOTERAPICO SIMPLES + OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,FITOTERÁPICO
7151,Tenavit,CIANOCOBALAMINA +  CLORIDRATO DE PIRIDOXINA +  ÁCIDO FÓLICO,POLIVITAMINICOS SEM MINERAIS,ESPECÍFICO
7152,Tendipina,BESILATO DE ANLODIPINO,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
7153,Tenlopin,BESILATO DE ANLODIPINO,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
7154,Tenocam,TENOXICAM,ANTINFLAMATORIOS,SIMILAR
7155,Tenolon,ATENOLOL,ANTI-HIPERTENSIVOS,SIMILAR
7156,Tenoxicam,TENOXICAM,ANTINFLAMATORIOS ANTIREUMATICOS,GENÉRICO
7157,Tenoxicam,TENOXICAM,ANTINFLAMATORIOS ANTIREUMATICOS,GENÉRICO
7158,Tenoxicam,TENOXICAM,ANTINFLAMATORIOS ANTIREUMATICOS,GENÉRICO
7159,Tenoxicam,TENOXICAM,ANTINFLAMATORIOS ANTIREUMATICOS,GENÉRICO
7160,Tenoxicam,TENOXICAM,ANTINFLAMATORIOS ANTIREUMATICOS,GENÉRICO
7161,Tenoxicam,TENOXICAM,ANTINFLAMATORIOS,GENÉRICO
7162,Tenoxicam,TENOXICAM,ANTINFLAMATORIOS ANTIREUMATICOS,GENÉRICO
7163,Tenoxicam,TENOXICAM,ANTINFLAMATORIOS,SIMILAR
7164,Tenoxicam,TENOXICAM,ANTINFLAMATORIOS ANTIREUMATICOS,SIMILAR
7165,Tenoxil,TENOXICAM,ANTINFLAMATORIOS,SIMILAR
7166,Tensaliv,BESILATO DE ANLODIPINO,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
7167,Tensart,PASSIFLORA INCARNATA L.,ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES,FITOTERÁPICO
7168,Tensart Pro,PASSIFLORA INCARNATA L.,ANSIOLITICOS SIMPLES,FITOTERÁPICO
7169,Tensioval,METILDOPA SESQUIIDRATADO,ANTI-HIPERTENSIVOS,SIMILAR
7170,Tensuril,DIAZÓXIDO,VASODILATADORES,SIMILAR
7171,Teolong,TEOFILINA,BRONCODILATADORES,NOVO
7172,Teoro,ÁCIDO ZOLEDRÔNICO MONOIDRATADO,SUPRESSORES DA REABSORCAO OSSEA,SIMILAR
7173,Tepeex,ACTAEA RACEMOSA +  MATRICARIA CHAMOMILLA L. +  NATRUM MURIATICUM +  PULSATILLA NIGRICANS +  SÉPIA SUCCUS	,MEDICAMENTOS DINAMIZADOS COMPOSTOS,DINAMIZADO
7174,Tepemen,ACTAEA RACEMOSA L.,FITOTERAPICO SIMPLES + OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,FITOTERÁPICO
7175,Tepev,HIDROXIURÉIA,ANTINEOPLASICO,SIMILAR
7176,Tepmetko,CLORIDRATO DE TEPOTINIBE MONOIDRATADO,ANTINEOPLASICO,NOVO
7177,Terbutil,SULFATO DE TERBUTALINA,BRONCODILATADORES,SIMILAR
7178,Terconazol,TERCONAZOL,ANTIMICOTICOS PARA USO TOPICO,GENÉRICO
7179,Tericin At,ANFOTERICINA B +  CLORIDRATO DE TETRACICLINA,PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS,SIMILAR
7180,Teriflunomida,TERIFLUNOMIDA,IMUNOMODULADOR,GENÉRICO
7181,Termol,PARACETAMOL,ANALGESICOS NAO NARCOTICOS,SIMILAR
7182,Termomed Ibup,IBUPROFENO,ANALGESICOS NAO NARCOTICOS,SIMILAR
7183,Termopirona,DIPIRONA MONOIDRATADA,ANALGESICOS NAO NARCOTICOS,SIMILAR
7184,Terolac,TROMETAMOL CETOROLACO ,ANTINFLAMATORIOS,SIMILAR
7185,Teroquatro,TROMETAMOL CETOROLACO ,ANTINFLAMATORIOS,SIMILAR
7186,Tess,ACETATO DE CIPROTERONA +  ETINILESTRADIOL,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,SIMILAR
7187,Teste Ca 29298,ACICLOVIR +  AMOXICILINA +  CLARITROMICINA +  LANSOPRAZOL,4-DIMETILAMINOFENOL + ABÉTIMO,SIMILAR
7188,Tetanogamma,IMUNOGLOBULINA HUMANA ANTITÉTANO,IMUNOGLOBULINAS,BIOLÓGICO
7189,Tetraclin,CLORIDRATO DE TETRACICLINA,CLASSE DAS TETRACICLINAS,SIMILAR
7190,Tetraderm,CLIOQUINOL +  SULFATO DE GENTAMICINA +  TOLNAFTATO +  VALERATO DE BETAMETASONA,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,SIMILAR
7191,Tetralysal,LIMECICLINA,CLASSE DAS TETRACICLINAS,NOVO
7192,Tetramed,CLORIDRATO DE TETRACICLINA,ANTIBIOTICOS SISTEMICOS SIMPLES,SIMILAR
7193,Tetraxim,HEMAGLUTININA FILAMENTOSA +  POLIOVÍRUS INATIVADOS TIPO 1 +  POLIOVÍRUS INATIVADOS TIPO 2 +  POLIOVÍRUS INATIVADOS TIPO 3 +  TOXÓIDE TETÂNICO +  TOXÓIDE DIFTÉRICO +  TOXÓIDE PERTUSSIS,VACINAS,
7194,Teubiliv,CLORIDRATO DE NEBIVOLOL,ANTI-HIPERTENSIVOS,SIMILAR
7195,Teucarba,CARBAMAZEPINA,ANTICONVULSIVANTES,SIMILAR
7196,Teucef,CEFTRIAXONA +  CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA,CEFALOSPORINAS,SIMILAR
7197,Teuciprox,CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO,ANTIBIOTICOS SISTEMICOS SIMPLES,SIMILAR
7198,Teudom,CLORIDRATO DE DOPAMINA,VASOCONSTRITORES E HIPERTENSORES,SIMILAR
7199,Teufron,ALPRAZOLAM,ANSIOLITICOS SIMPLES,SIMILAR
7200,Teufron,ALPRAZOLAM,ANSIOLITICOS SIMPLES,SIMILAR
7201,Teulenn,CIPROFIBRATO,ANTILIPEMICOS,GENÉRICO
7202,Teumib,EZETIMIBA,ANTILIPEMICOS,SIMILAR
7203,Teupantol,DEXPANTENOL,OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS,ESPECÍFICO
7204,Teuplafec,AMPICILINA SÓDICA,PENICILINA DE AMPLO ESPECTRO,SIMILAR
7205,Teusil,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
7206,Teutomicin,BACITRACINA ZÍNCICA +  SULFATO DE NEOMICINA,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,SIMILAR
7207,Teutovit E,ACETATO DE RACEALFATOCOFEROL,VITAMINAS E SUPLEMENTOS MINERAIS,ESPECÍFICO
7208,Teutozol,OMEPRAZOL,ANTIULCEROSOS,SIMILAR
7209,Teutrazi,AZITROMICINA,ANTIBIOTICOS SISTEMICOS SIMPLES,SIMILAR
7210,Tevacarbo,CARBOPLATINA,ANTINEOPLASICO,SIMILAR
7211,Tevagrastim,FILGRASTIM,OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE,BIOLÓGICO
7212,Tevametho,METOTREXATO,ANTINEOPLASICOS CITOTOXICOS,SIMILAR
7213,Tevaoxali,OXALIPLATINA,CITOSTATICOS ALQUILANTES,SIMILAR
7214,Theogórico Sobral,ATROPA BELLADONNA L.,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,FITOTERÁPICO
7215,Therapsor,PROPIONATO DE CLOBETASOL,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,SIMILAR
7216,Thiaben,TIABENDAZOL,ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL,NOVO
7217,Thiabena,TIABENDAZOL,ESCABICIDAS E OUTROS ECTOPARASITICIDAS,SIMILAR
7218,Thianax,TIABENDAZOL,ANTIPARASITARIOS,SIMILAR
7219,Thioctacid,ÁCIDO TIÓCTICO,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,NOVO
7220,Thiopentax,TIOPENTAL SÓDICO,ANESTESICOS GERAIS INJETAVEIS,SIMILAR
7221,Thymoglobuline,IMUNOGLOBULINA DE COELHO ANTI-TIMÓCITOS HUMANOS,IMUNOSUPRESSOR,BIOLÓGICO
7222,Thyrogen,ALFATIROTROPINA,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,BIOLÓGICO
7223,Tiabendazol,TIABENDAZOL,ESCABICIDAS E OUTROS ECTOPARASITICIDAS,GENÉRICO
7224,Tiadol,TIABENDAZOL,ANTIMICOTICOS PARA USO TOPICO,SIMILAR
7225,Tiag,TICAGRELOR,ANTIAGREGANTE PLAQUETARIO,SIMILAR
7226,Tiaplex,TIABENDAZOL,ANTIPARASITARIOS,SIMILAR
7227,Tibial,TIBOLONA,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,SIMILAR
7228,Tiboclin,TIBOLONA,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,SIMILAR
7229,Tibolona,TIBOLONA,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,GENÉRICO
7230,Tibolona,TIBOLONA,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,GENÉRICO
7231,Tiepem,CILASTATINA SÓDICA +  IMIPENÉM MONOIDRATADO,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,SIMILAR
7232,Tilenati,PARACETAMOL,ANALGESICOS NAO NARCOTICOS,SIMILAR
7233,Tilestal,CLORIDRATO DE TRAMADOL +  PARACETAMOL,ANALGESICOS NARCOTICOS,SIMILAR
7234,Tilogran,TIBOLONA,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,SIMILAR
7235,Tilonax,TENOXICAM,ANTINFLAMATORIOS ANTIREUMATICOS,SIMILAR
7236,Tiloxineo,TENOXICAM,ANTINFLAMATORIOS ANTIREUMATICOS,SIMILAR
7237,Tilugen,FENDIZOATO DE CLOPERASTINA,ANTITUSSIGENOS,SIMILAR
7238,Tilumus,LATANOPROSTA +  MALEATO DE TIMOLOL,ANTIGLAUCOMATOSOS,SIMILAR
7239,Timasen Sr,CLORIDRATO DE TRAMADOL,ANALGESICOS NARCOTICOS,SIMILAR
7240,Timeolate,CLORETO DE BENZETÔNIO +  CLORIDRATO DE LIDOCAINA,ANTISSEPTICO,SIMILAR
7241,Timoneo,MALEATO DE TIMOLOL,ANTIGLAUCOMATOSOS,SIMILAR
7242,Timoptol,MALEATO DE TIMOLOL,ANTIGLAUCOMATOSOS,NOVO
7243,Timosan,MALEATO DE TIMOLOL,ANTIGLAUCOMATOSOS,SIMILAR
7244,Timosopt,CLORIDRATO DE DORZOLAMIDA +  MALEATO DE TIMOLOL,ANTIGLAUCOMATOSOS,SIMILAR
7245,Tin-Tec,FLUORETO ESTANHOSO,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
7246,Tindamas,NITRATO DE MICONAZOL +  TINIDAZOL,ANTIMICOTICO,SIMILAR
7247,Tinidazol,TINIDAZOL,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS",GENÉRICO
7248,Tinidazol + Nitrato De Miconazol,NITRATO DE MICONAZOL +  TINIDAZOL,ANTIMICOTICO,GENÉRICO
7249,Tinidazol + Nitrato De Miconazol,NITRATO DE MICONAZOL +  TINIDAZOL,ANTIMICOTICO,GENÉRICO
7250,Tinidazol + Nitrato De Miconazol,NITRATO DE MICONAZOL +  TINIDAZOL,PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS,GENÉRICO
7251,Tinin,TINIDAZOL +  TIOCONAZOL,PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA,SIMILAR
7252,Tinodin,MALEATO DE TIMOLOL +  TARTARATO DE BRIMONIDINA,ANTIGLAUCOMATOSOS,SIMILAR
7253,Tintura De Calêndula Yanten,CALENDULA OFFICINALIS L.,FITOTERAPICO SIMPLES,FITOTERÁPICO
7254,Tintura De Espinheira Divina Composta,JATEORHIZA PALMATA (LAM.) MIERS +  MAYTENUS ILICIFOLIA MART. EX REISSEK,OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO,FITOTERÁPICO
7255,Tintura De Jalapa Sobral,OPERCULINA ALATA (HAM.) URB.,FITOTERAPICO SIMPLES + LAXANTES,FITOTERÁPICO
7256,Tintura De Melissa Yanten,MELISSA OFFICINALIS L.,FITOTERAPICO SIMPLES,FITOTERÁPICO
7257,Tiocolchicosídeo,TIOCOLCHICOSÍDEO,RELAXANTES MUSCULARES,GENÉRICO
7258,Tioconazol,TIOCONAZOL,ANTIMICOTICOS PARA USO TOPICO,GENÉRICO
7259,Tioconazol + Tinidazol,TINIDAZOL +  TIOCONAZOL,PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA,GENÉRICO
7260,Tioconazol + Tinidazol,TINIDAZOL +  TIOCONAZOL,PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS,GENÉRICO
7261,Tioconazol + Tinidazol,TINIDAZOL +  TIOCONAZOL,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,GENÉRICO
7262,Tioconazol + Tinidazol,TINIDAZOL +  TIOCONAZOL,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,GENÉRICO
7263,Tioconazol + Tinidazol,TINIDAZOL +  TIOCONAZOL,PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA,GENÉRICO
7264,Tiorfan,RACECADOTRILA,ANTIDIARREICOS SIMPLES SEM ACAO ANTIMICROBIANA,NOVO
7265,Tiotrax,TINIDAZOL +  TIOCONAZOL,PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS,SIMILAR
7266,Tioxin,CLAVULANATO DE POTÁSSIO +  TICARCILINA DISSÓDICA,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,SIMILAR
7267,Tismo,HARPAGOPHYTUM PROCUMBENS DC. EX MEISSN.,ANTINFLAMATORIOS ANTIREUMATICOS,FITOTERÁPICO
7268,Tisseel,APROTININA +  FIBRINOGÊNIO +  TROMBINA,PRODUTOS PARA USO EM CIRURGIA,BIOLÓGICO
7269,Titenil,TENOXICAM,ANTINFLAMATORIOS ANTIREUMATICOS,SIMILAR
7270,Tivicay,DOLUTEGRAVIR SÓDICO,ANTIRETROVIRAL,NOVO
7271,Tivicay Pd,DOLUTEGRAVIR SÓDICO,ANTIRETROVIRAL,NOVO
7272,Toarip,ARIPIPRAZOL,ANTIPSICOTICOS,SIMILAR
7273,Tobracin,TOBRAMICINA,AMINOGLICOSIDEOS,SIMILAR
7274,Tobracort,DEXAMETASONA +  TOBRAMICINA,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,SIMILAR
7275,Tobracular,TOBRAMICINA,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,SIMILAR
7276,Tobradex,DEXAMETASONA +  TOBRAMICINA,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,NOVO
7277,Tobralox,TOBRAMICINA,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,SIMILAR
7278,Tobralírio,TOBRAMICINA,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,SIMILAR
7279,Tobramicina,TOBRAMICINA,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,GENÉRICO
7280,Tobramicina,TOBRAMICINA,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,GENÉRICO
7281,Tobramicina,TOBRAMICINA,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,GENÉRICO
7282,Tobramina,SULFATO DE TOBRAMICINA,AMINOGLICOSIDEOS,NOVO
7283,Tobrazol,TOBRAMICINA,AMINOGLICOSIDEOS,SIMILAR
7284,Tobrex,TOBRAMICINA,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,NOVO
7285,Todoc,ETODOLACO,ANTINFLAMATORIOS ANTIREUMATICOS,GENÉRICO
7286,Tofranil,CLORIDRATO DE IMIPRAMINA,ANTIDEPRESSIVOS,NOVO
7287,Tolrest,CLORIDRATO DE SERTRALINA,ANTIDEPRESSIVOS,SIMILAR
7288,Tolrest,CLORIDRATO DE SERTRALINA,ANTIDEPRESSIVOS,NOVO
7289,Tolza,PANTOPRAZOL,ANTIULCEROSOS,SIMILAR
7290,Tomis,THYMUS VULGARIS  L.,ANTITUSSIGENOS SIMPLES + FITOTERAPICO SIMPLES,FITOTERÁPICO
7291,Topamax,TOPIRAMATO,ANTICONVULSIVANTES,NOVO
7292,Topcoid,POLISSULFATO DE MUCOPOLISSACARÍDEO,ANTIVARICOSOS TOPICOS,BIOLÓGICO
7293,Toperma,LIDOCAÍNA,ANESTESICOS LOCAIS,NOVO
7294,Topiramato,TOPIRAMATO,ANTICONVULSIVANTES,GENÉRICO
7295,Topiramato,TOPIRAMATO,ANTICONVULSIVANTES,GENÉRICO
7296,Topiramato,TOPIRAMATO,ANTICONVULSIVANTES,GENÉRICO
7297,Topiramato,TOPIRAMATO,ANTICONVULSIVANTES,GENÉRICO
7298,Topiramato,TOPIRAMATO,ANTICONVULSIVANTES,GENÉRICO
7299,Topiramato,TOPIRAMATO,ANTICONVULSIVANTES,GENÉRICO
7300,Topirex,PROPIONATO DE CLOBETASOL,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,SIMILAR
7301,Topirex,PROPIONATO DE CLOBETASOL,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,SIMILAR
7302,Topison,FUROATO DE MOMETASONA,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,SIMILAR
7303,Toplanina,TEICOPLANINA,ANTIBIOTICOS SISTEMICOS SIMPLES,SIMILAR
7304,Topotacx,CLORIDRATO DE TOPOTECANA,ANTINEOPLASICO,SIMILAR
7305,Topslim,GARCINIA CAMBOGIA DESR.,FITOTERAPICO SIMPLES,FITOTERÁPICO
7306,Toptil,TOPIRAMATO,ANTICONVULSIVANTES,SIMILAR
7307,Tor,ORLISTATE,ORLISTATE,SIMILAR
7308,Toradol,TROMETAMOL CETOROLACO ,ANTINFLAMATORIOS,NOVO
7309,Toragesic,TROMETAMOL CETOROLACO ,ANTINFLAMATORIOS,SIMILAR
7310,Toragesic Ofta,TROMETAMOL CETOROLACO ,ANTINFLAMATORIOS,SIMILAR
7311,Torante,HEDERA HELIX L.,EXPECTORANTES + FITOTERAPICO SIMPLES,FITOTERÁPICO
7312,Torasemida,,DIURETICOS,SIMILAR
7313,Torflay,CAFEÍNA +  CARISOPRODOL +  DICLOFENACO SÓDICO +  PARACETAMOL,ANTINFLAMATORIOS,SIMILAR
7314,Torlos H,HIDROCLOROTIAZIDA +  LOSARTANA POTÁSSICA,ANTI-HIPERTENSIVOS,SIMILAR
7315,Torlós,LOSARTANA POTÁSSICA,ANTI-HIPERTENSIVOS,SIMILAR
7316,Tormiv Odg,TROMETAMOL CETOROLACO ,ANALGESICOS NAO NARCOTICOS,NOVO
7317,Tormiv Sl,TROMETAMOL CETOROLACO ,ANTINFLAMATORIOS,SIMILAR
7318,Torsilax,CAFEÍNA +  CARISOPRODOL +  DICLOFENACO SÓDICO +  PARACETAMOL,ANTINFLAMATORIOS,SIMILAR
7319,Torval Cr,VALPROATO DE SÓDIO +  ÁCIDO VALPRÓICO,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,NOVO
7320,Torvilip,ATORVASTATINA CÁLCICA,ANTILIPEMICOS,SIMILAR
7321,Tosflu,DROPROPIZINA,ANTITUSSIGENOS,SIMILAR
7322,Tossemed,ANTIMONIUM TARTARICUM +  BRYONIA ALBA L. +  BRYONIA +  CALCAREA IODATA +  IPECACUANHA,MEDICAMENTOS DINAMIZADOS COMPOSTOS,DINAMIZADO
7323,Tossimel,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,SIMILAR
7324,Tosslab,CLORIDRATO DE AMBROXOL,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
7325,Toujeo,INSULINA GLARGINA,ANTIDIABETICOS,BIOLÓGICO
7326,Tracox,HEMIFUMARATO DE QUETIAPINA,ANTIPSICOTICOS,SIMILAR
7327,Tracrium,BESILATO DE ATRACÚRIO,RELAXANTES MUSCULARES CENTRAIS SIMPLES,NOVO
7328,Tractocile,ACETATO DE ATOSIBANA,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,NOVO
7329,Tracur,BESILATO DE ATRACÚRIO,RELAXANTES MUSCULARES,SIMILAR
7330,Tradep,CLORIDRATO DE TRAZODONA,ANTIDEPRESSIVOS,SIMILAR
7331,Tradinol,CLORIDRATO DE BUPIVACAÍNA MONOIDRATADO,ANESTESICOS LOCAIS,SIMILAR
7332,Tramadon,CLORIDRATO DE TRAMADOL,ANALGESICOS NARCOTICOS,SIMILAR
7333,Tramaliv,CLORIDRATO DE TRAMADOL,ANALGESICOS NARCOTICOS,SIMILAR
7334,Traneger,ÁCIDO TRANEXÂMICO,ANTIFIBRINOLITICOS,SIMILAR
7335,Tranil,CITRATO DE FENTANILA,ANALGESICOS NARCOTICOS,SIMILAR
7336,Tranquil,PASSIFLORA INCARNATA L.,,FITOTERÁPICO
7337,Tranquinal,ALPRAZOLAM,ANSIOLITICOS SIMPLES,SIMILAR
7338,Transamin,ÁCIDO TRANEXÂMICO,ANTIFIBRINOLITICOS,NOVO
7339,Translarna,ATALURENO,OUTROS FÁRMACOS USADOS EM TRANSTORNOS DO SISTEMA MÚSCULO-ESQUELÉTICO,NOVO
7340,Transpulmin Xarope Adulto,GUAIFENESINA,EXPECTORANTES BALSAMICOS E MUCOLITICO,SIMILAR
7341,Transpulmin Xarope Infantil,GUAIFENESINA,EXPECTORANTES BALSAMICOS E MUCOLITICO,NOVO
7342,Trasolin,CLORIDRATO DE SERTRALINA,ANTIDEPRESSIVOS,SIMILAR
7343,Tratmic,NEOMICINA,ANTINFECCIOSOS,SIMILAR
7344,Traturil,FOSFOMICINA TROMETAMOL,ANTIBIOTICOS SISTEMICOS SIMPLES,SIMILAR
7345,Traum,CLORIDRATO DE TRAMADOL,ANALGESICOS NARCOTICOS,SIMILAR
7346,Traumeel S,ACHILLEA MILLEFOLIUM L. +  ACONITUM NAPELLUS +  ARNICA MONTANA L. +  ATROPA BELLADONNA +  BELLIS PERENNIS +  CALENDULA OFFICINALIS L. +  ECHINACEA ANGUSTIFOLIA DC. +  ECHINACEA PURPUREA (L.) MOENCH +  HAMAMELIS VIRGINIANA L. +  HEPAR SULFURIS +  HYPERICUM PERFORATUM +  MATRICARIA CHAMOMILLA L. +  MERCURIUS SOLUBILIS +  SYMPHYTUM OFFICINALE L. +  HEPAR SULFURIS,MEDICAMENTOS DINAMIZADOS COMPOSTOS,DINAMIZADO
7347,Travamed,TRAVOPROSTA,ANTIGLAUCOMATOSOS,SIMILAR
7348,Travamed Mt,MALEATO DE TIMOLOL +  TRAVOPROSTA,ANTIGLAUCOMATOSOS,SIMILAR
7349,Travatan,TRAVOPROSTA,ANTIGLAUCOMATOSOS,NOVO
7350,Travoftal,TRAVOPROSTA,ANTIGLAUCOMATOSOS,SIMILAR
7351,Travoprosta,TRAVOPROSTA,ANTIGLAUCOMATOSOS,GENÉRICO
7352,Travoprosta,TRAVOPROSTA,ANTIGLAUCOMATOSOS,GENÉRICO
7353,Travoprosta,TRAVOPROSTA,ANTIGLAUCOMATOSOS,GENÉRICO
7354,Traxonol,ITRACONAZOL,ANTIMICOTICOS SISTEMICOS,SIMILAR
7355,Trayenta,LINAGLIPTINA,ANTIDIABETICOS,NOVO
7356,Trayenta Duo,CLORIDRATO DE METFORMINA +  LINAGLIPTINA,ANTIDIABETICOS,NOVO
7357,Trazimera,TRASTUZUMABE,ANTINEOPLASICO,BIOLÓGICO
7358,Trazostab,CLORIDRATO DE TRAZODONA,ANTIDEPRESSIVOS,SIMILAR
7359,Trebyxan,CLORIDRATO DE IRINOTECANO TRIIDRATADO,ANTINEOPLASICO,SIMILAR
7360,Trelegy,BROMETO DE UMECLIDÍNIO +  FUROATO DE FLUTICASONA +  TRIFENATATO DE VILANTEROL,BRONCODILATADORES,NOVO
7361,Tremfya,GUSELCUMABE,IMUNOSSUPRESSORES,BIOLÓGICO
7362,Tresdê,COLECALCIFEROL,VITAMINA D E ANÁLOGOS,ESPECÍFICO
